epoch,ctr1_loss,ctr2_loss,ctr3_loss,dec1_loss,dec2_loss,dec3_loss,enc1_binary_accuracy,enc1_loss,enc2_binary_accuracy,enc2_loss,enc3_binary_accuracy,enc3_loss,loss,val_ctr1_loss,val_ctr2_loss,val_ctr3_loss,val_dec1_loss,val_dec2_loss,val_dec3_loss,val_enc1_binary_accuracy,val_enc1_loss,val_enc2_binary_accuracy,val_enc2_loss,val_enc3_binary_accuracy,val_enc3_loss,val_loss
0,0.2542385160923004,0.2481682002544403,0.0,0.3422560393810272,0.36149871349334717,0.38641873002052307,0.8299999833106995,0.6086550951004028,0.6449999809265137,0.6425560712814331,0.5,0.6409699320793152,2.982354164123535,0.25207963585853577,0.25167739391326904,0.0,0.305258184671402,0.31848880648612976,0.3309420347213745,0.8450000286102295,0.6708125472068787,0.6575000286102295,0.633301854133606,0.42500001192092896,0.6152681708335876,2.874072551727295
1,0.2547870874404907,0.2523157000541687,0.0,0.26399025321006775,0.282331645488739,0.30301007628440857,0.9150000214576721,0.5290403962135315,0.6949999928474426,0.5807932019233704,0.5450000166893005,0.5417702794075012,2.5009360313415527,0.2545292377471924,0.24851365387439728,0.0,0.22940367460250854,0.23964554071426392,0.24751049280166626,0.45500001311302185,0.8725135922431946,0.6449999809265137,0.6760952472686768,0.8550000190734863,0.4394381046295166,2.704606294631958
2,0.25384536385536194,0.2578376829624176,0.0,0.22878402471542358,0.2430373579263687,0.26053592562675476,0.8399999737739563,0.42643028497695923,0.7724999785423279,0.48866036534309387,0.7475000023841858,0.5033711791038513,2.1508193016052246,0.25234735012054443,0.24866369366645813,0.0,0.21098418533802032,0.22379766404628754,0.23204301297664642,0.8025000095367432,0.5042386651039124,0.7225000262260437,0.5530303716659546,0.6875,0.5529425144195557,2.27703595161438
3,0.2519318461418152,0.2514500319957733,0.0,0.2104879915714264,0.22033268213272095,0.250815212726593,0.8799999952316284,0.3492908477783203,0.7875000238418579,0.4195525646209717,0.8399999737739563,0.4076712429523468,1.8581503629684448,0.2514004409313202,0.25060296058654785,0.0,0.20195206999778748,0.2140088975429535,0.22207477688789368,0.7975000143051147,0.47120705246925354,0.7400000095367432,0.5296693444252014,0.6825000047683716,0.5664297342300415,2.2053418159484863
4,0.25195208191871643,0.24682720005512238,0.0,0.19324618577957153,0.21888016164302826,0.23001432418823242,0.9275000095367432,0.24552834033966064,0.8949999809265137,0.2798613905906677,0.875,0.29729193449020386,1.4648220539093018,0.2519785165786743,0.25640353560447693,0.0,0.182571142911911,0.1933775395154953,0.20383650064468384,0.9075000286102295,0.3351231813430786,0.7400000095367432,0.5533000826835632,0.5774999856948853,0.7701773643493652,2.2383856773376465
5,0.25196772813796997,0.2525845170021057,0.0,0.1724841445684433,0.19427675008773804,0.215108722448349,0.9275000095367432,0.22202080488204956,0.9024999737739563,0.26766958832740784,0.9125000238418579,0.26990818977355957,1.341468095779419,0.25251683592796326,0.25497058033943176,0.0,0.1682935357093811,0.18118202686309814,0.19409440457820892,0.7875000238418579,0.5336161255836487,0.7975000143051147,0.4924953579902649,0.7950000166893005,0.4660606384277344,2.0357418060302734
6,0.2522907257080078,0.2468087375164032,0.0,0.15608938038349152,0.179153710603714,0.20002174377441406,0.949999988079071,0.1798354685306549,0.925000011920929,0.2316966950893402,0.9300000071525574,0.2188282459974289,1.1656250953674316,0.251565158367157,0.2468189001083374,0.0,0.15114524960517883,0.16128219664096832,0.17183446884155273,0.6075000166893005,1.0148197412490845,0.7524999976158142,0.6491636037826538,0.9100000262260437,0.23276649415493011,2.381011962890625
7,0.252004474401474,0.25112858414649963,0.0,0.13658228516578674,0.15356279909610748,0.1741371750831604,0.9750000238418579,0.1333766132593155,0.9574999809265137,0.17095449566841125,0.9649999737739563,0.17142294347286224,0.9400362372398376,0.2524871528148651,0.25339069962501526,0.0,0.13528890907764435,0.1492140144109726,0.16049206256866455,0.7699999809265137,0.5491792559623718,0.7825000286102295,0.49949100613594055,0.7900000214576721,0.4386637508869171,1.9323288202285767
8,0.2521358132362366,0.24873343110084534,0.0,0.12136625498533249,0.13759665191173553,0.16168716549873352,0.9599999785423279,0.1339794397354126,0.9549999833106995,0.16815832257270813,0.9725000262260437,0.144067645072937,0.8668556213378906,0.25251662731170654,0.2485920935869217,0.0,0.11059491336345673,0.12045738101005554,0.1298188716173172,0.7574999928474426,0.6864980459213257,0.7749999761581421,0.47375258803367615,0.8125,0.37645938992500305,1.8975813388824463
9,0.2523072063922882,0.2472139298915863,0.0,0.10324129462242126,0.12781229615211487,0.14516784250736237,0.9825000166893005,0.1058417409658432,0.9599999785423279,0.13160310685634613,0.9649999737739563,0.13624073565006256,0.7499070763587952,0.2518938183784485,0.25642630457878113,0.0,0.09351105988025665,0.10207405686378479,0.11050816625356674,0.6850000023841858,0.652553379535675,0.7774999737739563,0.48009800910949707,0.8600000143051147,0.3914508819580078,1.8301951885223389
