epoch,ctr1_loss,ctr2_loss,dec1_loss,dec2_loss,dec3_loss,enc1_binary_accuracy,enc1_loss,enc2_binary_accuracy,enc2_loss,enc3_binary_accuracy,enc3_loss,loss,val_ctr1_loss,val_ctr2_loss,val_dec1_loss,val_dec2_loss,val_dec3_loss,val_enc1_binary_accuracy,val_enc1_loss,val_enc2_binary_accuracy,val_enc2_loss,val_enc3_binary_accuracy,val_enc3_loss,val_loss
0,0.25329503,0.24309759,0.48195216,0.49967736,0.5110495,0.72,0.96608645,0.52,1.3675994,0.59,1.4726807,2.897718952894211,0.253201,0.24196379,0.18655162,0.20084444,0.21031538,0.91,0.2567654,0.62,0.87512565,0.6,0.9802494,1.6025082790851592
1,0.25852144,0.23666833,0.117951654,0.12200809,0.13116232,0.89,0.33202213,0.58,0.84276396,0.56,0.8224261,1.4317620438337326,0.2500204,0.20325278,0.11590549,0.13553627,0.13759439,1.0,0.08457437,0.52,1.2108783,0.52,1.1317666,1.634764097034931
