output_dir,fold,batch_size,learning_rate,alpha,iterations,cn_weight,ad_weight,drop_rate,enc1,enc2,enc3,ctr1,ctr2,ctr3
/home/mmorelan/proj/dementia/template/contrastive/ctr_v3/01/01,0,2,0.00001,1,3000,1.0,5.0,0.2,0,0,0,1,1,1
