epoch,ctr1_loss,ctr2_loss,ctr3_loss,dec1_loss,dec2_loss,dec3_loss,enc1_binary_accuracy,enc1_loss,enc2_binary_accuracy,enc2_loss,enc3_binary_accuracy,enc3_loss,loss,val_ctr1_loss,val_ctr2_loss,val_ctr3_loss,val_dec1_loss,val_dec2_loss,val_dec3_loss,val_enc1_binary_accuracy,val_enc1_loss,val_enc2_binary_accuracy,val_enc2_loss,val_enc3_binary_accuracy,val_enc3_loss,val_loss
12,0.20579223334789276,0.25485479831695557,0.0,0.9937130808830261,1.0042012929916382,1.0155750513076782,0.9925000071525574,0.049223121255636215,0.987500011920929,0.059697188436985016,0.9900000095367432,0.05381765961647034,0.623384952545166,0.23829977214336395,0.253185510635376,0.0,0.9421703815460205,0.9840067028999329,1.049686312675476,0.7400000095367432,0.8177334070205688,0.7799999713897705,0.625363826751709,0.8174999952316284,0.3966490626335144,2.3312315940856934
13,0.2048928439617157,0.25348952412605286,0.0,0.9938445091247559,1.0010523796081543,1.0104637145996094,0.9900000095367432,0.043585073202848434,0.9850000143051147,0.06143372133374214,0.9925000071525574,0.0506410077214241,0.6140422821044922,0.23342549800872803,0.25342392921447754,0.0,0.950142502784729,0.9902684092521667,1.0496848821640015,0.6600000262260437,1.0653184652328491,0.7900000214576721,0.6267502307891846,0.8974999785423279,0.22183504700660706,2.4007530212402344
14,0.19625671207904816,0.2515992224216461,0.0,0.9920545220375061,1.0035511255264282,1.0134943723678589,0.9950000047683716,0.042260102927684784,0.9975000023841858,0.041503552347421646,0.9950000047683716,0.04218562692403793,0.5738053321838379,0.22855331003665924,0.25161898136138916,0.0,0.9388391375541687,1.000966191291809,1.0508347749710083,0.8025000095367432,0.6256899237632751,0.8075000047683716,0.5229902267456055,0.7699999809265137,0.5481173992156982,2.176969528198242
15,0.20314660668373108,0.2557028532028198,0.0,0.99628084897995,1.003838062286377,1.0135079622268677,0.9975000023841858,0.027155432850122452,0.9925000071525574,0.03792987018823624,0.9925000071525574,0.03896822780370712,0.562903106212616,0.23618267476558685,0.2521578371524811,0.0,0.9499731659889221,0.9917306303977966,1.0475252866744995,0.7350000143051147,0.8327584862709045,0.7699999809265137,0.6039040088653564,0.8500000238418579,0.3565094769001007,2.2815122604370117
16,0.20193003118038177,0.25527265667915344,0.0,0.9956831336021423,0.9999416470527649,1.0098283290863037,0.9975000023841858,0.025475962087512016,0.9975000023841858,0.036078885197639465,0.9950000047683716,0.03243239223957062,0.5511901378631592,0.22719472646713257,0.25214648246765137,0.0,0.9602882862091064,1.0020952224731445,1.0684984922409058,0.75,0.8490152955055237,0.8149999976158142,0.5698004364967346,0.8149999976158142,0.43277791142463684,2.330934762954712
17,0.1951385736465454,0.25489774346351624,0.0,0.9972779154777527,1.0047101974487305,1.015743374824524,1.0,0.021471554413437843,1.0,0.02222907356917858,0.9950000047683716,0.030277453362941742,0.524014413356781,0.22121326625347137,0.25179585814476013,0.0,0.9549703001976013,0.998595118522644,1.0656107664108276,0.7049999833106995,1.1178160905838013,0.7950000166893005,0.7106342315673828,0.8924999833106995,0.21166358888149261,2.5131232738494873
18,0.19649048149585724,0.25549283623695374,0.0,0.9986440539360046,1.0075608491897583,1.0145232677459717,1.0,0.013882632367312908,1.0,0.020160311833024025,1.0,0.020506655797362328,0.5065328478813171,0.2309906929731369,0.25324511528015137,0.0,0.9471863508224487,0.9926153421401978,1.0431468486785889,0.7549999952316284,0.8833704590797424,0.8050000071525574,0.6506462693214417,0.8324999809265137,0.394417941570282,2.412670612335205
19,0.19609840214252472,0.2557431757450104,0.0,0.9999264478683472,1.007240653038025,1.0157378911972046,1.0,0.01166656706482172,1.0,0.02003314346075058,1.0,0.02025734633207321,0.5037986636161804,0.22979553043842316,0.25227582454681396,0.0,0.9570955634117126,1.0060573816299438,1.0382598638534546,0.7350000143051147,1.0327768325805664,0.7724999785423279,0.7672903537750244,0.8475000262260437,0.3661947250366211,2.6483328342437744
20,0.194204181432724,0.25677692890167236,0.0,0.9975576996803284,1.0029369592666626,1.0150734186172485,1.0,0.007333366200327873,1.0,0.014589643105864525,1.0,0.01483147218823433,0.48773565888404846,0.2260524183511734,0.2531760334968567,0.0,0.9534828066825867,1.0142592191696167,1.0631600618362427,0.7149999737739563,1.1198540925979614,0.7900000214576721,0.6630992889404297,0.8774999976158142,0.2552162706851959,2.517397403717041
21,0.19760221242904663,0.2558928430080414,0.0,0.9979331493377686,1.0055763721466064,1.0111088752746582,0.9975000023841858,0.010723334737122059,1.0,0.012294061481952667,1.0,0.01417713612318039,0.49068963527679443,0.23160766065120697,0.2534640431404114,0.0,0.9433299899101257,0.9873756170272827,1.0355795621871948,0.7024999856948853,0.9113380312919617,0.7599999904632568,0.68433678150177,0.8700000047683716,0.3134647607803345,2.3942110538482666
22,0.1841345578432083,0.2545367181301117,0.0,0.9983063340187073,1.0051453113555908,1.014416217803955,1.0,0.005875204689800739,0.9975000023841858,0.01371701154857874,1.0,0.013020762242376804,0.47128427028656006,0.22692511975765228,0.25136035680770874,0.0,0.9369637370109558,0.97740638256073,1.025237798690796,0.6575000286102295,1.3129615783691406,0.7825000286102295,0.697257399559021,0.8974999785423279,0.23304803669452667,2.721552848815918
23,0.1852959841489792,0.2560689151287079,0.0,0.999528706073761,1.004298210144043,1.0146431922912598,1.0,0.007498920429497957,1.0,0.009220707230269909,1.0,0.010601171292364597,0.46868565678596497,0.2334945797920227,0.25190094113349915,0.0,0.9470841884613037,0.9916974902153015,1.0397475957870483,0.7024999856948853,1.0728570222854614,0.7549999952316284,0.8011581301689148,0.8500000238418579,0.3284930884838104,2.68790340423584
24,0.18650539219379425,0.25546643137931824,0.0,0.9993582963943481,1.0080029964447021,1.013279914855957,1.0,0.0051610227674245834,1.0,0.00858921930193901,1.0,0.011375478468835354,0.4670974016189575,0.22398918867111206,0.25208932161331177,0.0,0.9590394496917725,1.0083073377609253,1.0739660263061523,0.6949999928474426,1.2026742696762085,0.7875000238418579,0.6673335433006287,0.8725000023841858,0.2897398769855499,2.6358261108398438
25,0.17719902098178864,0.25486624240875244,0.0,0.9985721707344055,1.0051913261413574,1.015627384185791,1.0,0.00464755529537797,1.0,0.007839521393179893,1.0,0.008915889076888561,0.45346829295158386,0.21415814757347107,0.2514733672142029,0.0,0.9472275376319885,0.9897292256355286,1.0479015111923218,0.7450000047683716,0.9068369269371033,0.7900000214576721,0.6337154507637024,0.8299999833106995,0.4234643280506134,2.429647922515869
26,0.1715846210718155,0.2543526589870453,0.0,0.9980149269104004,1.0067027807235718,1.0166146755218506,1.0,0.003350763348862529,1.0,0.006193767301738262,1.0,0.008120695129036903,0.4436023235321045,0.21244119107723236,0.25076931715011597,0.0,0.9445018172264099,0.9871654510498047,1.0482178926467896,0.7225000262260437,1.038651704788208,0.8125,0.5809596180915833,0.8349999785423279,0.37721800804138184,2.460040330886841
27,0.16796870529651642,0.2539637088775635,0.0,1.000173807144165,1.0116188526153564,1.0216317176818848,1.0,0.003940457012504339,1.0,0.008310968056321144,1.0,0.00867118313908577,0.44285503029823303,0.21793147921562195,0.2518419325351715,0.0,0.9434539079666138,0.9997779726982117,1.0353885889053345,0.7099999785423279,1.064089298248291,0.7774999737739563,0.6818730235099792,0.8475000262260437,0.3064970076084137,2.5222327709198
28,0.17203828692436218,0.2551436126232147,0.0,1.0033824443817139,1.0091761350631714,1.0185009241104126,1.0,0.00393271679058671,1.0,0.005762653425335884,1.0,0.006768055725842714,0.44364529848098755,0.21537628769874573,0.25164541602134705,0.0,0.9523317217826843,0.9941332936286926,1.0446964502334595,0.7049999833106995,1.0913738012313843,0.7900000214576721,0.6561633348464966,0.887499988079071,0.25954610109329224,2.4741055965423584
29,0.16115093231201172,0.254127562046051,0.0,1.0000801086425781,1.006149172782898,1.0115488767623901,1.0,0.0032121988479048014,1.0,0.005919298157095909,1.0,0.0064652543514966965,0.4308752119541168,0.22557474672794342,0.2520959675312042,0.0,0.9470342397689819,0.9975780248641968,1.0451321601867676,0.7450000047683716,1.0163062810897827,0.7549999952316284,0.8155890703201294,0.8025000095367432,0.4902244508266449,2.799790143966675
