epoch,ctr1_loss,ctr2_loss,ctr3_loss,dec1_loss,dec2_loss,dec3_loss,enc1_binary_accuracy,enc1_loss,enc2_binary_accuracy,enc2_loss,enc3_binary_accuracy,enc3_loss,loss,val_ctr1_loss,val_ctr2_loss,val_ctr3_loss,val_dec1_loss,val_dec2_loss,val_dec3_loss,val_enc1_binary_accuracy,val_enc1_loss,val_enc2_binary_accuracy,val_enc2_loss,val_enc3_binary_accuracy,val_enc3_loss,val_loss
0,0.25016969442367554,0.24787943065166473,0.0,1.0359721183776855,1.050874948501587,1.0692020654678345,0.7699999809265137,0.6267959475517273,0.6875,0.6458713412284851,0.612500011920929,0.6544371247291565,1.9271045923233032,0.2502712309360504,0.2498275339603424,0.0,0.6369514465332031,0.6685686707496643,0.684681236743927,0.5375000238418579,0.7398145794868469,0.625,0.6418921947479248,0.7425000071525574,0.5449131727218628,1.9266201257705688
1,0.2504114806652069,0.24877208471298218,0.0,1.043688178062439,1.0516871213912964,1.0666273832321167,0.824999988079071,0.4347066581249237,0.8199999928474426,0.4078851640224457,0.7774999737739563,0.43888619542121887,1.2814778089523315,0.25023260712623596,0.2481415718793869,0.0,0.9295724630355835,0.9992825984954834,1.0498853921890259,0.6025000214576721,0.8122097253799438,0.7200000286102295,0.5684657692909241,0.8525000214576721,0.3468186557292938,1.727494716644287
2,0.2503926157951355,0.24841970205307007,0.0,1.038193702697754,1.0531384944915771,1.057460069656372,0.8899999856948853,0.30342644453048706,0.8774999976158142,0.3069729506969452,0.8500000238418579,0.34423524141311646,0.954634428024292,0.25017908215522766,0.2478763908147812,0.0,0.9750146269798279,1.062072515487671,1.1612547636032104,0.6875,0.7361934185028076,0.7774999737739563,0.5262582302093506,0.8799999952316284,0.33429011702537537,1.5967419147491455
3,0.2504676580429077,0.24935294687747955,0.0,1.0414029359817505,1.0480952262878418,1.0630712509155273,0.9150000214576721,0.2582673132419586,0.9024999737739563,0.29002588987350464,0.9275000095367432,0.24841901659965515,0.7967121601104736,0.2502031922340393,0.24783122539520264,0.0,0.993223249912262,1.0617763996124268,1.138971209526062,0.6349999904632568,0.8163074254989624,0.7699999809265137,0.5558891892433167,0.8849999904632568,0.2713049054145813,1.6435014009475708
4,0.25053417682647705,0.24792174994945526,0.0,1.0385631322860718,1.052255630493164,1.0615718364715576,0.9599999785423279,0.15698514878749847,0.9574999809265137,0.17021970450878143,0.9424999952316284,0.1694645881652832,0.4966694712638855,0.2502204477787018,0.24900397658348083,0.0,0.9691206216812134,1.0341590642929077,1.1052526235580444,0.7875000238418579,0.5787017345428467,0.8050000071525574,0.4804621636867523,0.800000011920929,0.4096716046333313,1.4688353538513184
5,0.25044894218444824,0.24736011028289795,0.0,1.0399789810180664,1.051826000213623,1.0640246868133545,0.9674999713897705,0.14092709124088287,0.9449999928474426,0.18087252974510193,0.9524999856948853,0.1534583866596222,0.4752579629421234,0.25026270747184753,0.24927213788032532,0.0,0.9639483690261841,1.0413007736206055,1.1322674751281738,0.7674999833106995,0.6860620379447937,0.8075000047683716,0.5381404757499695,0.8450000286102295,0.34431883692741394,1.5685210227966309
6,0.25041601061820984,0.2475452423095703,0.0,1.0409201383590698,1.0563348531723022,1.0696170330047607,0.9750000238418579,0.11236575990915298,0.9624999761581421,0.1438313126564026,0.9750000238418579,0.12159659713506699,0.37779366970062256,0.25023525953292847,0.24875743687152863,0.0,0.9702221751213074,1.0614813566207886,1.1056650876998901,0.762499988079071,0.7426502704620361,0.800000011920929,0.5894258618354797,0.8824999928474426,0.2910817861557007,1.6231579780578613
7,0.25054723024368286,0.24781669676303864,0.0,1.0417983531951904,1.054988145828247,1.0654919147491455,0.9725000262260437,0.09289302676916122,0.9700000286102295,0.11756166815757751,0.9750000238418579,0.11094337701797485,0.3213980793952942,0.25019946694374084,0.24873481690883636,0.0,0.9557431936264038,1.0345711708068848,1.1326074600219727,0.7149999737739563,0.8456259965896606,0.8100000023841858,0.5289679169654846,0.8974999785423279,0.23066246509552002,1.6052560806274414
8,0.25056883692741394,0.24811159074306488,0.0,1.042339563369751,1.0559606552124023,1.0695981979370117,1.0,0.054319750517606735,0.9900000095367432,0.06577529013156891,0.9925000071525574,0.06017446890473366,0.1802695095539093,0.250264436006546,0.24860134720802307,0.0,0.9702203869819641,1.0573827028274536,1.1203656196594238,0.762499988079071,0.6736598014831543,0.7975000143051147,0.5534025430679321,0.8274999856948853,0.38970932364463806,1.6167713403701782
9,0.2506268322467804,0.24807465076446533,0.0,1.0398277044296265,1.053678035736084,1.0683103799819946,0.9975000023841858,0.05964859575033188,0.9900000095367432,0.06658818572759628,0.9925000071525574,0.048276327550411224,0.17451311647891998,0.2502516508102417,0.24901467561721802,0.0,0.9737385511398315,1.0393075942993164,1.1203094720840454,0.675000011920929,0.8259359002113342,0.7925000190734863,0.5731938481330872,0.8949999809265137,0.3044225871562958,1.7035526037216187
