epoch,ctr1_loss,ctr2_loss,ctr3_loss,dec1_loss,dec2_loss,dec3_loss,enc1_binary_accuracy,enc1_loss,enc2_binary_accuracy,enc2_loss,enc3_binary_accuracy,enc3_loss,loss,val_ctr1_loss,val_ctr2_loss,val_ctr3_loss,val_dec1_loss,val_dec2_loss,val_dec3_loss,val_enc1_binary_accuracy,val_enc1_loss,val_enc2_binary_accuracy,val_enc2_loss,val_enc3_binary_accuracy,val_enc3_loss,val_loss
0,0.2739444673061371,0.25504761934280396,0.0,0.8403993844985962,0.8585591912269592,0.8679139018058777,0.8100000023841858,0.6686726212501526,0.6524999737739563,0.6398707032203674,0.5024999976158142,0.6125156283378601,5.016923904418945,0.27158236503601074,0.25187623500823975,0.0,0.5567852258682251,0.618492841720581,0.6606467962265015,0.8575000166893005,0.6475032567977905,0.6399999856948853,0.6068273186683655,0.4650000035762787,0.5641571283340454,4.177870273590088
1,0.26718688011169434,0.25785598158836365,0.0,0.38029730319976807,0.3929494023323059,0.4086333215236664,0.9125000238418579,0.4751046299934387,0.7225000262260437,0.5486382246017456,0.5375000238418579,0.5575370192527771,3.2882039546966553,0.2681947648525238,0.2592697739601135,0.0,0.3030622601509094,0.3266559839248657,0.3530205488204956,0.8075000047683716,0.799038827419281,0.6625000238418579,0.7096342444419861,0.4925000071525574,0.5345967411994934,3.553473472595215
2,0.266137033700943,0.2588127851486206,0.0,0.21957629919052124,0.23066937923431396,0.243188738822937,0.9275000095367432,0.37919262051582336,0.7649999856948853,0.45147690176963806,0.5550000071525574,0.5597712993621826,2.608825445175171,0.2594330310821533,0.24891893565654755,0.0,0.19294793903827667,0.21264947950839996,0.22872188687324524,0.9300000071525574,0.4275852143764496,0.6524999737739563,0.650199830532074,0.42500001192092896,0.7863743305206299,3.0068306922912598
3,0.2712611258029938,0.25020676851272583,0.0,0.16637463867664337,0.1914757490158081,0.1970190405845642,0.9200000166893005,0.32840147614479065,0.8500000238418579,0.37770068645477295,0.7699999809265137,0.4135953485965729,2.1960344314575195,0.2667999565601349,0.25281649827957153,0.0,0.14958615601062775,0.16284342110157013,0.16966398060321808,0.45500001311302185,1.330724835395813,0.6924999952316284,0.8493515253067017,0.9325000047683716,0.21770314872264862,3.3994901180267334
4,0.26825034618377686,0.25477731227874756,0.0,0.13889726996421814,0.14800900220870972,0.16447503864765167,0.9375,0.24492257833480835,0.8899999856948853,0.29646915197372437,0.8949999809265137,0.2615441381931305,1.7773457765579224,0.26177117228507996,0.2542719542980194,0.0,0.1270272433757782,0.13906985521316528,0.1443326622247696,0.7450000047683716,0.7975261807441711,0.7950000166893005,0.5879977345466614,0.8399999737739563,0.33955514430999756,2.6515514850616455
5,0.2674325704574585,0.2510901689529419,0.0,0.12204911559820175,0.13862727582454681,0.14788715541362762,0.9624999761581421,0.19645710289478302,0.9100000262260437,0.2373337298631668,0.9175000190734863,0.2252897471189499,1.5861667394638062,0.26242512464523315,0.25460249185562134,0.0,0.11347943544387817,0.12431049346923828,0.1332499086856842,0.6600000262260437,0.9933253526687622,0.7850000262260437,0.6072123050689697,0.8999999761581421,0.28959357738494873,2.7781989574432373
6,0.26663926243782043,0.25296077132225037,0.0,0.11202938109636307,0.12647609412670135,0.13893012702465057,0.9574999809265137,0.1800515204668045,0.9424999952316284,0.19192533195018768,0.9300000071525574,0.19987717270851135,1.4688897132873535,0.26209360361099243,0.2543872594833374,0.0,0.10257749259471893,0.11129812896251678,0.11809715628623962,0.7300000190734863,0.9550129175186157,0.8075000047683716,0.6425715088844299,0.8949999809265137,0.2580070197582245,2.7040445804595947
7,0.2664005160331726,0.25274449586868286,0.0,0.104184590280056,0.11310508847236633,0.1242733970284462,0.9700000286102295,0.132972851395607,0.9574999809265137,0.16231149435043335,0.9649999737739563,0.14869950711727142,1.3046919107437134,0.2591768801212311,0.2495729625225067,0.0,0.09731344878673553,0.106491319835186,0.11581989377737045,0.8274999856948853,0.7108097672462463,0.824999988079071,0.5367659330368042,0.8174999952316284,0.40306416153907776,2.4790141582489014
8,0.26555752754211426,0.2540862560272217,0.0,0.09978389739990234,0.10596758127212524,0.12056869268417358,0.9700000286102295,0.11428124457597733,0.9700000286102295,0.12851595878601074,0.9725000262260437,0.1169571578502655,1.2057181596755981,0.2601478397846222,0.2502947747707367,0.0,0.09039704501628876,0.09933009743690491,0.10636584460735321,0.8324999809265137,0.6296788454055786,0.8475000262260437,0.4521194398403168,0.8475000262260437,0.4047502279281616,2.2930846214294434
9,0.2637576162815094,0.2548936605453491,0.0,0.0955285057425499,0.10369651764631271,0.11515528708696365,0.9800000190734863,0.0840030312538147,0.9599999785423279,0.12224674969911575,0.9674999713897705,0.11399878561496735,1.1532801389694214,0.258221834897995,0.25135818123817444,0.0,0.08985760062932968,0.09600158035755157,0.10481242835521698,0.7049999833106995,0.880811333656311,0.7724999785423279,0.7189247012138367,0.8974999785423279,0.34179046750068665,2.741778612136841
10,0.26482346653938293,0.255029559135437,0.0,0.09438231587409973,0.09960788488388062,0.1096268966794014,0.9700000286102295,0.11120758950710297,0.9624999761581421,0.14592988789081573,0.9574999809265137,0.13250909745693207,1.2131166458129883,0.25681114196777344,0.25486454367637634,0.0,0.08236745744943619,0.08972129970788956,0.09743591398000717,0.6775000095367432,1.2457528114318848,0.762499988079071,0.8421882390975952,0.925000011920929,0.20016607642173767,3.069307565689087
11,0.2632162570953369,0.2540002763271332,0.0,0.09222173690795898,0.09886384755373001,0.1043967455625534,0.9825000166893005,0.08058726042509079,0.9700000286102295,0.09312908351421356,0.9750000238418579,0.08583296835422516,1.0722482204437256,0.25866198539733887,0.2538590729236603,0.0,0.07884778827428818,0.08733738213777542,0.0945807546377182,0.7325000166893005,0.9690773487091064,0.8324999809265137,0.6019054055213928,0.9325000047683716,0.19813469052314758,2.5424039363861084
12,0.26459813117980957,0.25000616908073425,0.0,0.09021177142858505,0.09913136810064316,0.11112689226865768,0.9950000047683716,0.0537540428340435,0.9850000143051147,0.07198372483253479,0.9925000071525574,0.051687102764844894,0.9924992322921753,0.256515234708786,0.2529526650905609,0.0,0.07730532437562943,0.08213839679956436,0.09240312874317169,0.8075000047683716,0.7772897481918335,0.8374999761581421,0.610732913017273,0.8174999952316284,0.5101152062416077,2.659452438354492
13,0.2629931569099426,0.25125548243522644,0.0,0.08999365568161011,0.0936075747013092,0.10313677787780762,0.9950000047683716,0.04619088023900986,0.9825000166893005,0.07222353667020798,0.9825000166893005,0.06874705851078033,0.9881477952003479,0.25703784823417664,0.253065288066864,0.0,0.07474811375141144,0.08049715310335159,0.08820928633213043,0.7599999904632568,0.9511039853096008,0.8050000071525574,0.672799825668335,0.8725000023841858,0.3224319517612457,2.6998934745788574
14,0.2607586085796356,0.25519227981567383,0.0,0.08722572028636932,0.09021233767271042,0.10067182779312134,0.9950000047683716,0.0458126924932003,0.987500011920929,0.056404877454042435,0.9850000143051147,0.052878279238939285,0.9491568207740784,0.2566475570201874,0.250993549823761,0.0,0.07470346242189407,0.08328153938055038,0.09095276892185211,0.8100000023841858,0.8549932837486267,0.8374999761581421,0.5621444582939148,0.862500011920929,0.3870660662651062,2.560783624649048
15,0.2614195942878723,0.2499914914369583,0.0,0.084737628698349,0.09409992396831512,0.09924111515283585,0.9950000047683716,0.039374884217977524,0.987500011920929,0.050563033670186996,0.9950000047683716,0.05088502913713455,0.9303126335144043,0.2569030523300171,0.25052139163017273,0.0,0.07204411923885345,0.07671736925840378,0.08480554819107056,0.7074999809265137,1.1626266241073608,0.824999988079071,0.749957263469696,0.9150000214576721,0.28627917170524597,2.939854621887207
16,0.2617214322090149,0.2519685626029968,0.0,0.0834820494055748,0.0896812155842781,0.09515880793333054,0.9950000047683716,0.03591324761509895,0.9900000095367432,0.042247213423252106,0.9900000095367432,0.040258243680000305,0.9004308581352234,0.2559843957424164,0.24852029979228973,0.0,0.06926959753036499,0.07765001058578491,0.08363727480173111,0.7925000190734863,0.9798070788383484,0.824999988079071,0.6692543029785156,0.8399999737739563,0.42530307173728943,2.8094263076782227
17,0.26226961612701416,0.25034865736961365,0.0,0.08143217861652374,0.09089722484350204,0.09861434251070023,0.9975000023841858,0.03091922588646412,0.9975000023841858,0.03524385765194893,0.9900000095367432,0.04121357947587967,0.890938401222229,0.2579723298549652,0.25155943632125854,0.0,0.06779078394174576,0.07348218560218811,0.08250127732753754,0.6924999952316284,1.4432954788208008,0.7950000166893005,0.9242646098136902,0.9375,0.1797095686197281,3.280575752258301
