epoch,ctr1_loss,ctr2_loss,dec1_loss,dec2_loss,dec3_loss,enc1_binary_accuracy,enc1_loss,enc2_binary_accuracy,enc2_loss,enc3_binary_accuracy,enc3_loss,loss,val_ctr1_loss,val_ctr2_loss,val_dec1_loss,val_dec2_loss,val_dec3_loss,val_enc1_binary_accuracy,val_enc1_loss,val_enc2_binary_accuracy,val_enc2_loss,val_enc3_binary_accuracy,val_enc3_loss,val_loss
0,0.3692236,0.24361578,0.29289174,0.31134737,0.31469786,0.75,0.7092339,0.5,0.91421455,0.47,1.0267626,2.0909939217567444,0.40782642,0.22071442,0.105763935,0.117194176,0.11403277,1.0,0.6795682,0.43,0.6951548,0.43,0.6951548,1.517704083919525
1,0.35586506,0.19922681,0.08101408,0.092867285,0.09017529,1.0,0.67190015,0.5,0.6927899,0.5,0.6927899,1.438314174413681,0.3376137,0.1787843,0.06390867,0.07485055,0.07841329,1.0,0.6606863,0.52,0.6923712,0.52,0.6923712,1.3894997692108155
